#ground_truth
dist_name: norm
dist_params: (0, 5.7368421052631575)
#gev_params
shape: -0.40723040460404164
location: 108.18768149512036
scale: 164.99634958867648
#dist_guess
norm: 0.0 (-8.947681868340696, 251.13449192543285)
expon: 0.0 (-5169.92285313734, 5160.9751712689995)
uniform: 0.0 (-5169.92285313734, 6449.792836512296)
pareto: 0.0 (0.12501669980032937, -5171.694239539254, 1.7713271871882967)
rayleigh: 0.0 (-260.97155165928405, 195.13737508076446)
#data
run,max,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16,node17,node18,node19,node20,node21,node22,node23,node24,node25,node26,node27,node28,node29,node30,node31,node32,node33,node34,node35,node36,node37,node38,node39,node40,node41,node42,node43,node44,node45,node46,node47,node48,node49
0,93.70062782166258,-5.7353398385702326,7.097060021565526,-7.998936550764186,4.2984296845212695,-19.783999759541516,31.91500028607402,1.527209035041999,19.40324262040502,12.245373636075524,-5.928917268871738,93.70062782166258,-12.743509578729887,9.868915436698083,-17.095869840269636,2.369436339861412,-3.791725491030456,7.114911681950851,-2.8233836366734693,-0.3867897702174616,-28.6659705761697,-6.535954958419376,-9.123359256773588,-2.519313125566417,-2.25209894259235,8.002224585404187,-3.8488519168804394,7.084891303390721,6.622147103960965,-3.704709670780731,3.964430640639439,36.35563205092591,-2.9746119279390366,1.7148905010215123,3.58834172475354,4.9829917321233985,71.76937588816742,0.04817767322146197,-19.05797860687346,-17.658929727321727,-10.06745789272868,-3.207220630501579,-17.428936522986824,-1.96524462477718,-11.70526516061795,-66.8661007995925,-12.20879390196284,0.6658395570981391,3.6232622331043016,-14.595978835020693,-6.075442279492166
1,34.00602167756588,-0.004042703258649795,-25.382042806394317,-9.60254384637693,21.461114749890914,34.00602167756588,-6.6613962945484175,8.318672593707944,-5.39360191957062,4.942915413968579,0.22153034381332556,0.02140813787851296,-0.4265877429264447,-3.2664244885587483,1.2560841262024376,14.318296244073679,3.496577408752782,-3.8569836762227756,1.5119429748034396,-4.218606396012886,3.369681516230682,3.4753178600193766,-6.136109988976888,-0.11082407292334165,-0.3608759981255855,-7.582212957628065,1.3321275253875193,0.1874841935777864,-5.271996907521435,10.599092468207965,-4.296334166553572,6.375860962218682,-221.80677571614288,2.17045542075878,-10.083204992846692,17.122550824998427,-2.5440155840463037,4.1546952892762405,0.07809237212360208,-0.1751568895291988,0.4603274175296402,6.0044017214484455,-1283.9439913085903,-1.1948885737412522,0.49434554291906363,-7.438778588212656,14.291339480132086,-12.251447491688713,-14.564635533910021,0.09632208003236803,6.956065155077641
2,28.395312429335473,-3.6864055991154494,3.7428095343771135,3.9490551778145764,-1.0016987738070249,-19.080104268432006,-4.149056742328796,13.672410721237513,-5169.92285313734,9.084497873841142,-2.2669867643127546,-8.636936115498624,8.888861458925147,-11.351241335874114,-260.3231875112274,-4.834115686897647,28.395312429335473,1.8862374958817667,-23.123953228837692,2.2062026810277517,0.5620851832448164,13.113649005531993,-16.600199452025315,-14.773635444911692,-2.565978260701602,2.357421995082986,-0.915265700631975,-1.2689471501355123,-5.317778474340897,-6.380259314783872,7.128088374325866,9.78974130704215,-56.58316434308863,0.3919668105182744,1.9069366131608345,-1.976683075568278,-28.57971962176388,-8.642408590617357,-10.22421325494343,6.331210701736725,6.956096305496415,5.699579824401707,-3.2053894743673914,-7.842879615155947,-1.5739117879601454,-9.374043084137,-24.45294841925192,5.860171917255952,-4.417442098133283,1.6119086301351964,-5.969960721586608
3,1279.8699833749563,26.41035721383078,3.0778831968181963,-8.543458000196328,-0.4652609956584626,1279.8699833749563,-29.809251127568047,-13.465062768725705,4.849949209461056,41.85731822730523,-3.447476672021885,49.486432402546264,-170.15501471753535,3.7161855562345925,-13.866533252420217,64.90462126599154,15.330392774640448,36.87906236860354,-3.8200166105243287,-5.883265005642452,-35.57298034004657,-5.101964888902772,3.0794296770088323,69.07664963106211,3.324297522107365,10.844795019789531,-3.2083057552075336,106.48311500540018,17.9433843236409,37.48847929207143,-6.487349951359796,-2.629862517378142,-0.13589741015451257,-1.576096806489074,79.92319518785553,-9.733024226365142,16.01144119021543,44.62623653838514,6.594713836162545,-11.444859464565182,-5.0036643807827135,-9.58228219951758,9.223109181358247,-2.236653044250687,24.773727741377957,-23.643352209217568,7.533206283504047,0.5146567656045893,-12.268868137398258,6.423145737627189,-3.5047045929261262
4,258.1668732651154,1.3639978387089728,15.160622103264673,4.806259309973244,14.747991598215476,1.9667340606718657,1.0164944730268703,7.393624710099587,-1.2470759091658676,3.0956687798023137,9.926442789846623,-16.067673297014423,2.358562857566276,-9.658728599956227,0.5988497478487668,-1.4315344677046637,-6.036042791860629,-86.91103309864958,16.67659355364363,-20.4019295568052,18.775145059605553,-2.0628183736132337,24.55183966480305,1.7662787265271076,11.344718825849979,-11.290229317688844,0.08716695458413336,-10.355082221110694,-8.021189410676524,11.29631887737052,4.139721290306389,6.984973957924038,0.8123135619341861,1.8601746127024608,0.15425591159420174,2.0425493809404394,-2.9478766063411124,8.08118061427403,1.9736746084337295,12.723821589487628,4.860024943775324,28.985333833042247,-4.797431626434985,37.92181398249325,-4.123573600465874,36.663784119211925,-5.053517882736954,258.1668732651154,-3.3199838718111896,-12.139135432109942,0.40128224214400415
5,430.70795027558927,-13.531941677797805,-7.696000323253138,1.6452945319240369,1.5464382652335256,-10.229579179144864,2.5189944182987993,23.61024916537779,6.082826792691796,0.004294954493129136,-31.287801631786365,6.131741667113032,-5.1671972954371554,8.210619814873859,-3.81644582345514,105.83890168205942,-11.432235608579521,0.4513565934463296,-6.637053661218084,7.863313465110589,430.70795027558927,-0.23019463169897855,-3.2803606720671237,-0.9488139268930835,2.5445766965115597,0.4714940588112592,6.129754260191983,-21.636214302413855,-34.97324620954131,4.954502280565467,-4.563296415539886,-4.267081134223596,119.91007627505081,-0.8375303797528867,3.3225887904233162,-0.4003356827629238,0.7943125476521703,23.872293059519524,2.881719273412723,2.958736470622865,-0.9648944858788238,-27.14621318248672,3.8671556382444328,-15.813257454480567,-4.561341602962357,1.104556650059554,2.104994639638901,5.821410334611817,-49.7587964622196,2.9833743124610037,5.90479269229579
6,439.22068874959774,3.3278605839965096,8.558007393456641,27.186382078443348,-10.087667849089344,5.8593168583036475,-1.1158052306371726,-3.2461305955217,39.849230350281346,-1.7566418618280368,0.5425031373036344,8.833903281092079,-15.645800556680864,24.68799182345361,439.22068874959774,2.4609948544389586,-8.270966245873161,-0.07809614067966211,-23.53078048058204,-23.658248530395213,-8.830112548711726,19.731642127818876,7.9421944090613374,0.506111524128173,11.214274899698134,1.1872707043076862,-5.283201436391675,-4.2100607053114905,8.154090127606368,-23.428823397024008,5.599354193815095,-5.078040529362948,-16.43276416552654,-2.6143725443952333,3.7403203243009226,-2.1867352442228363,2.6025277237568134,9.733876146818323,-1.3002547443554588,-4.863392617825283,2.526332176500218,-0.7224427162896527,1.1946955616046353,-5.995426974932443,1.3708640160126737,5.270424050032473,31.34479754274592,4.628884378028117,-12.604928937604061,-9.250760885606683,-10.232176939750305
7,18.79951232840889,0.7495637804358629,-11.34924737589475,1.1981130899847188,-28.49655840751877,-23.661400594092047,1.25541317431049,9.824660694702532,-5.652783890102787,0.36436818237110463,-8.944755581012357,3.499890982762946,4.591159803472598,1.7861135827020884,-90.93565327786303,-1.6630756597021026,-7.054559701078827,-1.7529129173478788,13.087351515390745,4.632932402156893,-1.6358323421727305,18.79951232840889,2.103823750859359,1.5901450175982625,1.6843472324535196,-4.221571839024224,2.6214692349277113,-1.2511001677750284,-690.0035825060993,7.918418530534929,0.6062998347690159,3.0801243662987194,-16.23770054867483,3.3324222227623532,-68.34084468375852,16.637570609373377,0.4408216703397728,13.19972752376811,-6.427563222558315,-2.1279095807799497,-4.010934990344714,-41.856178906951314,0.23774456422980414,-11.03489065317865,4.284862621541862,-3.216914303010947,0.8272229909643366,8.67276163679052,-7.175130371342251,-5.115010669768583,8.028010675983513
8,56.762628447796445,5.54607207139794,6.475453867103391,-206.51363155895052,-25.45856685320425,-7.429793356246077,0.060257984980716967,3.5626885152281083,3.089378212122149,-20.47895556989203,12.718121473991477,0.4842331493425468,0.8116850450060356,44.67510153089386,-4.440260627360048,8.04912686269622,-3.0347838288986178,-1.816154922061626,1.0338706467911774,-10.814026501840448,-2.6772625946154256,6.884755631248196,6.039281754467794,0.5984967646953594,13.949507243290636,-1.5003059749741023,2.594601095812068,15.082869795025132,-23.889845993738607,-6.9852200545710526,-6.415669259959234,-0.8648597061656966,4.545367598973022,-3.764558391426907,56.762628447796445,-2.225764906053018,3.222945402798023,-6.911807373462524,-4.76253106279364,-2.643210156759293,3.1858006405510375,-17.14317846454434,34.25341822717271,8.89918109287262,2.087004136448,37.74087334919295,-16.33603040876811,-80.09045982867633,2.835531230033104,7.2407715982984895,-100.80890169103046
9,492.4640420773831,5.544461783159932,7.707748372630065,0.18057951837119374,2.7855720887256554,5.160362278945698,0.8624863811933741,8.588081395996142,-3.3852524317412342,-23.55536391429106,492.4640420773831,3.8945579875253897,4.650469424850531,-5.935106637913913,-2.994587992064475,-8.837269388049032,20.181968863400424,3.929746458542686,-1.29285549512699,9.275690294586934,-0.4426205664168898,-3.6605146252053755,1.861792180056271,-8.360518803589612,2.7757534099322827,1.4827805927778317,1.8047059308397186,9.211057241546468,-4.627611510638313,1.341734089395166,4.51797561190698,-3.282683091730518,-5.282190709416495,7.8836260349151015,6.31448007685372,16.484257708883487,1.0422723570887635,-2.0210545871802794,64.71356544651145,-6.509746027949863,40.52633275983744,7.288671379575913,-12.872339037234227,0.3904252271421834,2.496111075720155,-16.874025332311362,4.026142853962612,122.7145013211844,19.803342396032573,13.887851103760598,8.72364360026721
