#ground_truth
dist_name: norm
dist_params: (0, 3.7272727272727275)
#gev_params
shape: -0.6940611823921564
location: 9.187340806661474
scale: 9.548745172210111
#dist_guess
norm: 5.6061821851471905e-12 (-5.218982051180457, 54.45139511160997)
expon: 0.0 (-358.3387184784446, 353.1197364272642)
uniform: 0.0 (-358.3387184784446, 548.1835388574149)
pareto: 0.0 (24936061.463720158, -7147540349.235786, 7147539990.897068)
rayleigh: 0.0 (-362.74646140194864, 255.72531593269002)
#data
run,max,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9
0,21.130907535591188,0.614020971858545,16.11660297824817,6.93246727370095,-342.81281059006704,2.592531194757938,1.1562809024937735,-1.140911058940447,-11.263541945523661,-2.0718783362438487,21.130907535591188
1,7.443743609240506,-5.794039276607491,-14.514458859275296,-1.24973368214409,6.455722660090905,5.537604998757004,2.4792308466936595,-18.247590025085792,-16.699400662905706,1.3302838556317096,7.443743609240506
2,5.986165442855319,5.986165442855319,-6.143454043347367,-3.155845589844524,4.001415574713147,0.7130805904898078,-5.377235635097631,-19.06116114487994,2.0224490575000886,-2.016898604884504,-358.3387184784446
3,8.225670191869513,2.3350434659787136,5.40794531932409,-4.175779917555516,3.420549176332014,-5.483184467694576,2.810928732499983,8.225670191869513,0.9400081428363812,-12.890380711431623,3.0306789539370094
4,189.84482037897027,2.0910907536118124,-1.6434113179176342,2.862037039612169,-3.987692067522707,2.4939493869896068,-3.3299703271098275,189.84482037897027,11.782339426200389,14.397481292382498,-3.6739098374391763
5,21.44222555388107,5.1954740358454465,-0.24219543079805061,7.16935884187809,4.792622137397152,-2.0321548117424766,21.44222555388107,-1.1010992220707008,-12.640719964962353,-0.856964938464035,1.1456630632068536
6,28.57073903771911,-40.59091764657325,28.57073903771911,-3.1158228455481405,-1.662184484498818,-11.031423567005954,-0.32274642632019923,10.718238540296122,-6.860134087483929,-1.5544386540678699,3.7115603677312548
7,7.817239820872616,0.7112826269414831,4.8018876473401635,-0.3898527870132437,1.8703242220373166,4.46422714134931,7.817239820872616,-23.73841686199227,-3.0947818363981816,-1.2962860266855851,-0.2767266586172336
8,3.3342950637624993,-6.86070390069251,-2.810317666539516,0.1486338469959875,1.4398864180245297,-3.6930353730161034,-0.021640779361895277,-74.48855792673308,0.7526512609138071,1.9432916692158329,3.3342950637624993
9,63.686753839293466,13.513435833870155,1.5299519509536657,-2.7265397373692855,0.8352515467297165,63.686753839293466,-3.526178143137907,3.3895230579930056,-3.1970882543919377,0.8832801096777205,1.2818821063084622
