#ground_truth
dist_name: norm
dist_params: (0, 8.105263157894736)
#gev_params
shape: -0.6061907805758919
location: 35.64175315662533
scale: 42.33162159489245
#dist_guess
norm: 0.0 (-2.642074297185359, 138.49189333269103)
expon: 0.0 (-1873.078301958781, 1870.4362276615955)
uniform: 0.0 (-1873.078301958781, 2978.540257997828)
pareto: 0.0 (0.14295788922346975, -1874.6351103958127, 1.5568036440387658)
rayleigh: 0.0 (-1876.8719636337187, 1328.8938108395932)
#data
run,max,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9
0,474.47734294707743,2.0122099334448142,-0.9394294450923271,-42.88649064533566,4.230762828335046,-5.056530295742301,3.7436183615007974,-1.508932793788634,-6.818660766750468,474.47734294707743,4.945685368496389
1,63.063637437379505,2.40615827966021,9.168403784647053,-60.67757135272325,-14.016694834771918,-17.392635696585955,63.063637437379505,35.841578250150896,-9.815263112409559,-983.279427553834,-3.0056873653354463
2,399.232174838985,-35.34485186304021,-1.8723362597591013,4.691111683894132,2.424882424117034,6.574747624088706,2.5831951496431915,-3.076916882405113,-10.473025781186205,399.232174838985,5.268822254545203
3,22.747394305628237,-2.461279557383053,-7.799283621892447,-4.57374281214738,-2.385033256364851,0.9095500515568128,-4.0403094137312205,1.4228650810256036,22.747394305628237,-2.669111924974579,-25.462607225180214
4,44.18201502894619,32.826847617360286,-124.06124462446233,7.024969220628841,-7.420175905142933,11.290631672319114,5.125925246467387,-10.787364831057749,44.18201502894619,2.9582203712987223,-3.449523476131923
5,27.70460066406901,-181.14815435991198,-2.1864830041393084,9.780988308316648,6.130650956159378,11.941607637636972,2.3877712756997367,-13.784880463332058,-22.349821556365914,27.70460066406901,-0.41341207563068677
6,3.9779824412121356,-7.485007658582814,-1.133908375044629,3.8843279797497976,-4.822375906822506,-6.544261047104989,-13.5717846567215,3.629730955071008,3.9779824412121356,-79.60989731271921,0.354282803198416
7,627.1534078691965,7.17325999233449,-25.12554893067647,-7.238552780009684,30.69172935291073,7.873568535472741,627.1534078691965,55.02284121761086,5.918644071935579,-0.8866778484000488,8.374925483029761
8,719.0026350400033,5.613807952689747,-4.817029055923158,719.0026350400033,-10.40664956899039,-4.616289488375173,-38.82002275875646,6.162484857249678,176.2200216290922,-18.16535605930084,16.24397083910431
9,42.30079902302787,7.6469885202532355,-11.55198095518344,42.30079902302787,5.820945815122773,2.2401206341598603,7.892375536487963,18.192352229237592,-17.896543836853212,-8.24654093433381,3.1440191374543787
10,5.938128103940194,-3.928308037060616,-54.1280187618824,-0.47137057871719595,5.938128103940194,-0.7584900685663322,1.5178149807938068,1.628887020662502,-33.362562503003424,-0.6934707201798586,2.1690946891916805
11,111.71439079519774,-35.33966660522618,20.256989393432562,111.71439079519774,2.258748446796811,68.93922695349328,-0.1953034965850383,-30.143645155964283,4.32077833656432,-2.214011784581435,4.324762373534616
12,253.12581025038767,31.99451610639652,6.742234713100346,11.937969564054074,-5.766790503294399,0.15812892079797894,-11.271304137622584,-3.153638361936845,253.12581025038767,-45.86525604820242,-7.579572845019512
13,5.7936511472516825,5.393476885321145,1.3914185620476374,-30.962983674530747,-19.792163502475187,4.115654716178111,5.7936511472516825,-11.878893283689326,0.3282515669498621,-2.7179650918263847,3.64957485543338
14,27.812127921314715,15.30246987558349,-31.887451422364457,12.480023557552716,1.24861210701276,-2.1463156160750363,6.954394771858785,-17.60368048947455,27.812127921314715,-19.7181327370741,-0.06987955385149133
15,20.515918800682826,-1.832687091887083,0.5264909809150613,15.025505863083316,-26.211897652622547,5.0886095647140435,-2.6454612449302437,-3.8688573435740143,20.515918800682826,-36.55701468253292,0.6927938195213936
16,32.201406821087026,-0.8233309184560793,1.626925187758686,-7.3473521719778505,32.201406821087026,1.7459869236870034,9.314005179226877,-58.40541709674472,5.324963771348069,-2.981085770817607,14.367773147477154
17,1105.4619560390472,-6.910781529708218,14.574830543204492,-283.9886077152954,5.870896911480105,-0.04965243685901571,3.3379408773483417,-1187.8725694756852,1.2827045139805378,1105.4619560390472,1.8024268201995608
18,58.85321630291386,-5.611561270909999,6.337447839771281,-12.760638931938558,1.7476271216103796,3.103031431419615,-1873.078301958781,24.864962917609482,1.9159106606120917,58.85321630291386,2.582934839155992
19,85.35269047514247,60.45401927425452,85.35269047514247,-20.85971531440918,1.2348737179081533,-2.7556708231585527,8.369551752941957,3.453660221909252,1.9810178053530518,2.941770251201401,0.8061933908322622
20,183.32439406933995,5.898609620596667,-2.169737798621946,-0.7599333499817902,-0.8111504354916712,5.159809605102366,15.788763664953741,-9.914613106303852,183.32439406933995,-6.625628615979885,58.9747700157906
21,18.893312051475345,-16.108341594785912,-6.708110006171292,10.286465545826063,-9.263431739511253,-3.0569979816711146,0.04631776325252615,-29.46051146413658,18.893312051475345,3.211314478828713,3.3908687540773506
22,162.63483884783076,6.317241116614859,162.63483884783076,-64.96484341454448,0.5561058724069475,-3.4415951821585087,-0.16061411698684577,-370.7527778336788,20.794160301547606,5.474921449413915,6.4734067427361675
23,40.046736597919846,-21.014161433417552,-49.15422104987993,-87.16672197044802,-25.645964977117313,9.96479532433743,3.345004311623152,40.046736597919846,25.72645352279216,3.9449846561572866,-1.282882193290857
24,63.964942975127244,-4.047382935458534,63.964942975127244,-39.22807004648174,-8.861165714014593,-6.745082966424604,-24.52972643983819,-323.66702917354945,6.928176691839206,-20.715060968989025,-17.604313642275525
25,21.075708296108285,3.3829557216243242,2.5887010930763115,-4.68112554359316,2.2813526991246413,-19.12011614040147,-39.59121987686922,21.075708296108285,18.088267039466736,11.48086511169436,-10.803061054647994
26,23.069889457064033,4.946097415577347,-16.820749053281695,11.551030408312746,23.069889457064033,1.023295120854354,16.131612818287845,-74.17181432055705,-1.935133961859904,-1.6275411711233498,-73.3553723367563
27,78.58732533372368,-1.5593298314529145,-0.11237666447518031,2.666269538484347,78.58732533372368,5.524901647830444,2.2432301743560696,19.440294122276928,2.1375500682917083,7.226734412310062,-5.2067759803788425
28,5.729575573030569,-8.260583028354333,1.3897423021261994,2.264078488265503,-4.652396574447895,3.375081928326518,-0.742886782934574,-7.395715543766397,5.729575573030569,-160.31639510551608,-36.76115152691166
29,247.2420914912046,3.516174202711854,-3.190498710505072,-3.275514504866931,-13.500751825948077,-23.882047549255194,12.231538784292525,145.1767104418844,247.2420914912046,-2.7847279904634465,-36.17982513292887
30,59.59743094495308,19.240234050646972,4.43723422608823,16.86458151052376,59.59743094495308,-5.221569578973346,10.531997361781402,-3.9142930468464554,-3.8579868818285106,1.751657961405382,5.288950618948959
31,69.31674919335615,-3.9408205511966585,26.843039890823416,-371.30803557561757,-13.563667517747591,16.08754096529663,3.596995488827348,-0.32303813909772855,37.5070966008093,-1.4709117975370285,69.31674919335615
32,198.68075939158078,-0.22901066382719723,-16.648221496737136,8.676985544656885,-11.500803727705705,-0.011187059299085377,2.761256119583478,-17.13103208715395,5.7041279384077965,-0.7846630496646916,198.68075939158078
33,42.577016067736494,42.577016067736494,-12.15878200715104,1.4618755373950267,-1.0288162100943286,6.883472295357577,19.214910425089947,-19.752455854071886,7.35020461708952,-4.910938230846776,-40.856878987286095
34,19.556012910283098,-0.737577359927424,-7.4576841427512255,-5.946264474508996,-50.11606298463323,-18.369437479114637,-1.2210750875151655,8.000874312710803,-0.29417938442436725,-9.156070143841651,19.556012910283098
35,46.55823861652891,-0.36204333491077373,11.089436752605137,-57.44280474253555,-5.057851878875316,-78.82676045118875,2.0124714418383722,0.65175246828862,17.253148931456913,46.55823861652891,-45.4037258731344
36,35.96356631040323,4.762098499356959,0.9118990578205721,35.96356631040323,-1.4392130240410248,-6.463556111518936,2.905815396102693,-201.87588749038028,-5.722570059126957,-12.793149231387883,-1.5568560828271596
37,27.981083453476135,-48.582628144640175,-1.617948847210131,2.929312841290603,-2.447827259141698,13.483107226536925,-0.18029434081022086,-1.8328377032813412,27.981083453476135,1.387555678501105,4.937677643061937
38,51.48898323366898,2.2088055491441434,51.48898323366898,11.333160414330376,35.46012570712104,19.52838877999757,24.108505668465202,-10.533905178419507,-65.41888887201029,35.591464729099826,-16.33774055718386
39,25.483351156945325,2.4856137758502936,18.016828628942033,2.205634886239661,-0.7645122142878314,-10.455888786406335,22.628336137699588,25.483351156945325,8.772652326313096,10.323431895121045,-39.88471691106425
40,21.411663254003326,7.44329914959618,-27.22425596918225,-7.449226609612138,9.242929338232887,21.411663254003326,-23.399178621064475,-49.46095483962377,-27.594298649891623,2.43619306099203,0.1788422393752439
41,3.357635089567553,-0.9368944613239814,3.357635089567553,-2.101003683997452,-2.9259962705190783,0.017404298382154536,-90.77992443786036,-18.037518902516233,0.24244009108671383,-2.9868306059439926,-1.466026463070747
42,19.953645410812026,19.953645410812026,2.270496840209879,-2.1553078875824614,-7.029586979468534,-15.535098163136716,4.123989184930952,13.085228984015854,-6.514962481167805,-20.16071436215852,-37.50094320433658
43,111.41597208339387,-14.721323991526175,-8.677806092387927,0.19474825359898004,1.8577201468344915,111.41597208339387,15.76021197589524,10.783558943698848,-16.831503380365913,3.886408224884285,-2.043766043451822
44,55.679669359967264,55.679669359967264,3.9191583895200752,20.628882181350825,-7.712470632161055,6.095508993546473,-6.858052043542071,5.837756819556207,4.388007684494044,3.6397052366376013,-0.43259879256098016
45,81.32077394595339,-2.7260307366975205,-2.821377061603414,-5.612778046300164,9.419872524382816,-2.456713375942918,-17.70173410030165,81.32077394595339,-31.246185845644664,-5.3571770442261615,-1.9166551829750367
46,45.324230565231936,1.783763034750316,-2.862361221889359,3.9149336840966837,13.795963039866288,25.578991072946184,-41.571416455854376,45.324230565231936,2.4050027476571008,0.7680144005448538,-2.094624668905082
47,206.1109599934247,-41.343550698990285,206.1109599934247,13.759551340697378,-46.476499442462824,-12.647971860342162,9.204977052813895,7.629898946779653,-10.762227657198551,9.09411978693082,44.22785822616225
48,41.76792948934132,0.24342112817765538,-184.94428227857242,0.6929325697753052,-21.804229080297358,41.76792948934132,-2.3957050445717165,0.7487421516801176,-8.78524903068949,-35.41206986290852,3.3927226899041165
49,21.595999926716043,3.722899964070586,-0.5204119382934596,-30.159018609611937,21.595999926716043,-4.580433798223196,5.745567821421735,16.951285938957135,4.844369355491998,-20.01189926260302,-2.982809785676252
