#ground_truth
dist_name: norm
dist_params: (0, 3.3684210526315788)
#gev_params
shape: 0.19665226974089933
location: 4.117083112648929
scale: 1.9738696890795395
#dist_guess
norm: 0.9754901009624507 (-0.1515351703240965, 3.2811778262404734)
expon: 0.0 (-8.6806058434464, 8.529070673122304)
uniform: 0.0 (-8.6806058434464, 18.17469004107542)
pareto: 0.0 (33.558474689719745, -250.93094669030188, 242.24055793767104)
rayleigh: 1.259213400217618e-08 (-8.716874414936004, 6.485770160969938)
#data
run,max,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9
0,3.8744167688233966,-1.2784918185813958,-0.7904281378641158,-3.1554818714830404,-4.193136738693574,-2.1178860678951343,-1.1706709123415253,3.8744167688233966,-2.213105839507415,-3.967155010936865,1.2609885096294944
1,7.494154926388872,-2.5358955194020623,1.0220295501016439,1.0814944366746782,-0.4522073136516571,7.340600271551169,5.733345798248544,7.494154926388872,3.411731797366827,-3.50919924588143,0.5191628295425454
2,3.830998934745783,-2.0067007019486462,-5.917579624464058,-1.475083767595421,1.1965496262072801,0.4800199414276519,0.21691046827436108,-2.2857228108148644,-3.9994716472572467,3.830998934745783,-3.5170706838331873
3,4.012075470884161,-1.4581128346664725,-3.382625976436082,-1.9097997454264808,-2.2447927535899894,-0.4745769452519267,4.012075470884161,-0.4659634732647614,-3.0078982780156416,-4.530484585648387,-4.153271774668864
4,3.8197410146753312,3.8197410146753312,0.6714210151152633,-1.282469100467581,3.4247118738794318,-5.893594831663107,2.023187726634669,-2.619711286789459,2.896512603525033,-4.528366787545344,1.3069730709130427
5,1.5723181684860197,0.9143690518584873,0.42206062900787894,-1.3557835049137097,-0.9538790946411073,-5.582303845831843,1.5723181684860197,-5.7577862159389195,0.3555121411731076,-6.111175680833464,-0.6257431679054525
6,3.728724810712933,-3.0357549858337833,-5.772554689255308,3.728724810712933,2.836774259637717,-1.658784979250328,0.04872589912307689,-5.822186001357133,-1.135138635493321,0.8045358849928891,1.3789359776402625
7,3.7856077568546116,2.7908974633927532,3.7856077568546116,-3.431554333347078,0.41176255355898306,1.7165346930454255,-4.502340962924617,0.1801747774379156,-2.960453709058188,-6.274951984715143,0.9485647242139246
8,2.038654260156664,-1.8749389442114277,-4.5901880308945735,-1.4823525705514897,2.038654260156664,-1.447375582804656,2.019587733002231,-0.737650752331929,1.7599856975616408,-0.16773031304312486,0.1631832295387074
9,2.9117518781327787,-8.03369100627075,2.4117344954874262,0.3090705869568258,-4.183475572083197,0.8279944834582735,1.6932279351111015,-0.27955308960903635,2.8985692847428655,-0.353753161607029,2.9117518781327787
